env_id,agent,lam,seed,fingerprint,cost_return,raw_return,n_actions,solved,steps,n_eval_episodes,elapsed_sec,total_steps,source_csv
LunarLander-v3,rule_periodic_k4,1.37,7,규칙(지문없음),-254.0915289876485,-229.58222898764845,17.89,1.0,69.79,100,0.56,0,results/raw/LunarLander-v3/rule_periodic_k4/lam1.37/seed7_final.csv
LunarLander-v3,rule_periodic_k4,1.37,8,규칙(지문없음),-265.5306885605219,-240.8980885605219,17.98,1.0,70.4,100,0.63,0,results/raw/LunarLander-v3/rule_periodic_k4/lam1.37/seed8_final.csv
LunarLander-v3,rule_periodic_k4,1.37,9,규칙(지문없음),-256.4924246302495,-231.96942463024948,17.9,1.0,70.14,100,0.6,0,results/raw/LunarLander-v3/rule_periodic_k4/lam1.37/seed9_final.csv
LunarLander-v3,rule_periodic_k8,0.0,0,규칙(지문없음),-166.40537163293968,-166.40537163293968,9.39,1.0,71.77,100,0.56,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.0/seed0_final.csv
LunarLander-v3,rule_periodic_k8,0.0,1,규칙(지문없음),-169.6198265717181,-169.6198265717181,9.23,1.0,70.36,100,0.57,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.0/seed1_final.csv
LunarLander-v3,rule_periodic_k8,0.0,2,규칙(지문없음),-171.16919706073722,-171.16919706073722,9.3,1.0,71.34,100,0.6,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.0/seed2_final.csv
LunarLander-v3,rule_periodic_k8,0.0,3,규칙(지문없음),-165.3756112329281,-165.3756112329281,9.23,1.0,70.23,100,0.59,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.0/seed3_final.csv
LunarLander-v3,rule_periodic_k8,0.0,4,규칙(지문없음),-170.54451635428464,-170.54451635428464,9.18,1.0,69.85,100,0.56,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.0/seed4_final.csv
LunarLander-v3,rule_periodic_k8,0.0,5,규칙(지문없음),-175.45086198913458,-175.45086198913458,9.15,1.0,69.8,100,0.56,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.0/seed5_final.csv
LunarLander-v3,rule_periodic_k8,0.0,6,규칙(지문없음),-170.64047835138936,-170.64047835138936,9.33,1.0,70.44,100,0.58,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.0/seed6_final.csv
LunarLander-v3,rule_periodic_k8,0.0,7,규칙(지문없음),-179.19220034843406,-179.19220034843406,9.25,1.0,70.44,100,0.58,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.0/seed7_final.csv
LunarLander-v3,rule_periodic_k8,0.0,8,규칙(지문없음),-176.9967845132196,-176.9967845132196,9.21,1.0,70.6,100,0.6,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.0/seed8_final.csv
LunarLander-v3,rule_periodic_k8,0.0,9,규칙(지문없음),-168.7869303534002,-168.7869303534002,9.23,1.0,70.43,100,0.6,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.0/seed9_final.csv
LunarLander-v3,rule_periodic_k8,0.1,0,규칙(지문없음),-167.34437163293967,-166.40537163293968,9.39,1.0,71.77,100,0.76,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.1/seed0_final.csv
LunarLander-v3,rule_periodic_k8,0.1,1,규칙(지문없음),-170.54282657171814,-169.6198265717181,9.23,1.0,70.36,100,0.61,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.1/seed1_final.csv
LunarLander-v3,rule_periodic_k8,0.1,2,규칙(지문없음),-172.0991970607372,-171.16919706073722,9.3,1.0,71.34,100,0.61,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.1/seed2_final.csv
LunarLander-v3,rule_periodic_k8,0.1,3,규칙(지문없음),-166.2986112329281,-165.3756112329281,9.23,1.0,70.23,100,0.62,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.1/seed3_final.csv
LunarLander-v3,rule_periodic_k8,0.1,4,규칙(지문없음),-171.46251635428465,-170.54451635428464,9.18,1.0,69.85,100,0.61,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.1/seed4_final.csv
LunarLander-v3,rule_periodic_k8,0.1,5,규칙(지문없음),-176.36586198913457,-175.45086198913458,9.15,1.0,69.8,100,0.62,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.1/seed5_final.csv
LunarLander-v3,rule_periodic_k8,0.1,6,규칙(지문없음),-171.57347835138933,-170.64047835138936,9.33,1.0,70.44,100,0.69,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.1/seed6_final.csv
LunarLander-v3,rule_periodic_k8,0.1,7,규칙(지문없음),-180.1172003484341,-179.19220034843406,9.25,1.0,70.44,100,0.94,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.1/seed7_final.csv
LunarLander-v3,rule_periodic_k8,0.1,8,규칙(지문없음),-177.91778451321963,-176.9967845132196,9.21,1.0,70.6,100,0.93,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.1/seed8_final.csv
LunarLander-v3,rule_periodic_k8,0.1,9,규칙(지문없음),-169.70993035340018,-168.7869303534002,9.23,1.0,70.43,100,0.78,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.1/seed9_final.csv
LunarLander-v3,rule_periodic_k8,0.3,0,규칙(지문없음),-169.22237163293968,-166.40537163293968,9.39,1.0,71.77,100,0.78,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.3/seed0_final.csv
LunarLander-v3,rule_periodic_k8,0.3,1,규칙(지문없음),-172.38882657171817,-169.6198265717181,9.23,1.0,70.36,100,0.76,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.3/seed1_final.csv
LunarLander-v3,rule_periodic_k8,0.3,2,규칙(지문없음),-173.9591970607372,-171.16919706073722,9.3,1.0,71.34,100,0.82,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.3/seed2_final.csv
LunarLander-v3,rule_periodic_k8,0.3,3,규칙(지문없음),-168.1446112329281,-165.3756112329281,9.23,1.0,70.23,100,0.8,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.3/seed3_final.csv
LunarLander-v3,rule_periodic_k8,0.3,4,규칙(지문없음),-173.2985163542847,-170.54451635428464,9.18,1.0,69.85,100,0.84,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.3/seed4_final.csv
LunarLander-v3,rule_periodic_k8,0.3,5,규칙(지문없음),-178.19586198913458,-175.45086198913458,9.15,1.0,69.8,100,0.92,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.3/seed5_final.csv
LunarLander-v3,rule_periodic_k8,0.3,6,규칙(지문없음),-173.43947835138934,-170.64047835138936,9.33,1.0,70.44,100,0.92,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.3/seed6_final.csv
LunarLander-v3,rule_periodic_k8,0.3,7,규칙(지문없음),-181.96720034843412,-179.19220034843406,9.25,1.0,70.44,100,0.85,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.3/seed7_final.csv
LunarLander-v3,rule_periodic_k8,0.3,8,규칙(지문없음),-179.75978451321964,-176.9967845132196,9.21,1.0,70.6,100,0.77,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.3/seed8_final.csv
LunarLander-v3,rule_periodic_k8,0.3,9,규칙(지문없음),-171.5559303534002,-168.7869303534002,9.23,1.0,70.43,100,0.89,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.3/seed9_final.csv
LunarLander-v3,rule_periodic_k8,0.6,0,규칙(지문없음),-172.0393716329397,-166.40537163293968,9.39,1.0,71.77,100,0.81,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.6/seed0_final.csv
LunarLander-v3,rule_periodic_k8,0.6,1,규칙(지문없음),-175.15782657171815,-169.6198265717181,9.23,1.0,70.36,100,0.71,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.6/seed1_final.csv
LunarLander-v3,rule_periodic_k8,0.6,2,규칙(지문없음),-176.7491970607372,-171.16919706073722,9.3,1.0,71.34,100,0.67,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.6/seed2_final.csv
LunarLander-v3,rule_periodic_k8,0.6,3,규칙(지문없음),-170.91361123292805,-165.3756112329281,9.23,1.0,70.23,100,0.76,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.6/seed3_final.csv
LunarLander-v3,rule_periodic_k8,0.6,4,규칙(지문없음),-176.0525163542846,-170.54451635428464,9.18,1.0,69.85,100,0.68,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.6/seed4_final.csv
LunarLander-v3,rule_periodic_k8,0.6,5,규칙(지문없음),-180.94086198913456,-175.45086198913458,9.15,1.0,69.8,100,0.78,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.6/seed5_final.csv
LunarLander-v3,rule_periodic_k8,0.6,6,규칙(지문없음),-176.23847835138932,-170.64047835138936,9.33,1.0,70.44,100,0.79,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.6/seed6_final.csv
LunarLander-v3,rule_periodic_k8,0.6,7,규칙(지문없음),-184.74220034843412,-179.19220034843406,9.25,1.0,70.44,100,0.64,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.6/seed7_final.csv
LunarLander-v3,rule_periodic_k8,0.6,8,규칙(지문없음),-182.52278451321962,-176.9967845132196,9.21,1.0,70.6,100,0.56,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.6/seed8_final.csv
LunarLander-v3,rule_periodic_k8,0.6,9,규칙(지문없음),-174.3249303534002,-168.7869303534002,9.23,1.0,70.43,100,0.58,0,results/raw/LunarLander-v3/rule_periodic_k8/lam0.6/seed9_final.csv
LunarLander-v3,rule_periodic_k8,1.0,0,규칙(지문없음),-175.7953716329397,-166.40537163293968,9.39,1.0,71.77,100,0.64,0,results/raw/LunarLander-v3/rule_periodic_k8/lam1.0/seed0_final.csv
LunarLander-v3,rule_periodic_k8,1.0,1,규칙(지문없음),-178.84982657171813,-169.6198265717181,9.23,1.0,70.36,100,0.62,0,results/raw/LunarLander-v3/rule_periodic_k8/lam1.0/seed1_final.csv
LunarLander-v3,rule_periodic_k8,1.0,2,규칙(지문없음),-180.4691970607372,-171.16919706073722,9.3,1.0,71.34,100,0.55,0,results/raw/LunarLander-v3/rule_periodic_k8/lam1.0/seed2_final.csv
LunarLander-v3,rule_periodic_k8,1.0,3,규칙(지문없음),-174.60561123292808,-165.3756112329281,9.23,1.0,70.23,100,0.63,0,results/raw/LunarLander-v3/rule_periodic_k8/lam1.0/seed3_final.csv
LunarLander-v3,rule_periodic_k8,1.0,4,규칙(지문없음),-179.72451635428465,-170.54451635428464,9.18,1.0,69.85,100,0.62,0,results/raw/LunarLander-v3/rule_periodic_k8/lam1.0/seed4_final.csv
LunarLander-v3,rule_periodic_k8,1.0,5,규칙(지문없음),-184.6008619891346,-175.45086198913458,9.15,1.0,69.8,100,0.62,0,results/raw/LunarLander-v3/rule_periodic_k8/lam1.0/seed5_final.csv
LunarLander-v3,rule_periodic_k8,1.0,6,규칙(지문없음),-179.97047835138935,-170.64047835138936,9.33,1.0,70.44,100,0.67,0,results/raw/LunarLander-v3/rule_periodic_k8/lam1.0/seed6_final.csv
LunarLander-v3,rule_periodic_k8,1.0,7,규칙(지문없음),-188.44220034843406,-179.19220034843406,9.25,1.0,70.44,100,0.56,0,results/raw/LunarLander-v3/rule_periodic_k8/lam1.0/seed7_final.csv
LunarLander-v3,rule_periodic_k8,1.0,8,규칙(지문없음),-186.20678451321962,-176.9967845132196,9.21,1.0,70.6,100,0.63,0,results/raw/LunarLander-v3/rule_periodic_k8/lam1.0/seed8_final.csv
LunarLander-v3,rule_periodic_k8,1.0,9,규칙(지문없음),-178.0169303534002,-168.7869303534002,9.23,1.0,70.43,100,0.63,0,results/raw/LunarLander-v3/rule_periodic_k8/lam1.0/seed9_final.csv
LunarLander-v3,rule_periodic_k8,1.37,0,규칙(지문없음),-179.2696716329397,-166.40537163293968,9.39,1.0,71.77,100,0.48,0,results/raw/LunarLander-v3/rule_periodic_k8/lam1.37/seed0_final.csv
LunarLander-v3,rule_periodic_k8,1.37,1,규칙(지문없음),-182.26492657171818,-169.6198265717181,9.23,1.0,70.36,100,0.61,0,results/raw/LunarLander-v3/rule_periodic_k8/lam1.37/seed1_final.csv
LunarLander-v3,rule_periodic_k8,1.37,2,규칙(지문없음),-183.9101970607372,-171.16919706073722,9.3,1.0,71.34,100,0.61,0,results/raw/LunarLander-v3/rule_periodic_k8/lam1.37/seed2_final.csv
LunarLander-v3,rule_periodic_k8,1.37,3,규칙(지문없음),-178.0207112329281,-165.3756112329281,9.23,1.0,70.23,100,0.63,0,results/raw/LunarLander-v3/rule_periodic_k8/lam1.37/seed3_final.csv
LunarLander-v3,rule_periodic_k8,1.37,4,규칙(지문없음),-183.12111635428468,-170.54451635428464,9.18,1.0,69.85,100,0.62,0,results/raw/LunarLander-v3/rule_periodic_k8/lam1.37/seed4_final.csv
LunarLander-v3,rule_periodic_k8,1.37,5,규칙(지문없음),-187.98636198913456,-175.45086198913458,9.15,1.0,69.8,100,0.6,0,results/raw/LunarLander-v3/rule_periodic_k8/lam1.37/seed5_final.csv
LunarLander-v3,rule_periodic_k8,1.37,6,규칙(지문없음),-183.42257835138935,-170.64047835138936,9.33,1.0,70.44,100,0.6,0,results/raw/LunarLander-v3/rule_periodic_k8/lam1.37/seed6_final.csv
LunarLander-v3,rule_periodic_k8,1.37,7,규칙(지문없음),-191.8647003484341,-179.19220034843406,9.25,1.0,70.44,100,0.52,0,results/raw/LunarLander-v3/rule_periodic_k8/lam1.37/seed7_final.csv
LunarLander-v3,rule_periodic_k8,1.37,8,규칙(지문없음),-189.61448451321965,-176.9967845132196,9.21,1.0,70.6,100,0.63,0,results/raw/LunarLander-v3/rule_periodic_k8/lam1.37/seed8_final.csv
LunarLander-v3,rule_periodic_k8,1.37,9,규칙(지문없음),-181.43203035340022,-168.7869303534002,9.23,1.0,70.43,100,0.63,0,results/raw/LunarLander-v3/rule_periodic_k8/lam1.37/seed9_final.csv
LunarLander-v3,rule_threshold,0.0,0,규칙(지문없음),35.7236918027664,35.7236918027664,123.7,1.0,193.89,100,2.26,0,results/raw/LunarLander-v3/rule_threshold/lam0.0/seed0_final.csv
LunarLander-v3,rule_threshold,0.0,1,규칙(지문없음),31.099235629019663,31.099235629019663,120.94,1.0,190.98,100,2.5,0,results/raw/LunarLander-v3/rule_threshold/lam0.0/seed1_final.csv
LunarLander-v3,rule_threshold,0.0,2,규칙(지문없음),38.83507980982603,38.83507980982603,121.65,1.0,194.83,100,2.02,0,results/raw/LunarLander-v3/rule_threshold/lam0.0/seed2_final.csv
LunarLander-v3,rule_threshold,0.0,3,규칙(지문없음),36.6359877892421,36.6359877892421,121.08,1.0,191.9,100,2.01,0,results/raw/LunarLander-v3/rule_threshold/lam0.0/seed3_final.csv
LunarLander-v3,rule_threshold,0.0,4,규칙(지문없음),37.526265748104436,37.526265748104436,121.21,1.0,192.17,100,2.05,0,results/raw/LunarLander-v3/rule_threshold/lam0.0/seed4_final.csv
LunarLander-v3,rule_threshold,0.0,5,규칙(지문없음),39.464540993514525,39.464540993514525,121.8,1.0,192.94,100,2.02,0,results/raw/LunarLander-v3/rule_threshold/lam0.0/seed5_final.csv
LunarLander-v3,rule_threshold,0.0,6,규칙(지문없음),33.92595156758407,33.92595156758407,121.27,1.0,191.96,100,1.97,0,results/raw/LunarLander-v3/rule_threshold/lam0.0/seed6_final.csv
LunarLander-v3,rule_threshold,0.0,7,규칙(지문없음),35.88524011654105,35.88524011654105,121.02,1.0,191.46,100,1.96,0,results/raw/LunarLander-v3/rule_threshold/lam0.0/seed7_final.csv
LunarLander-v3,rule_threshold,0.0,8,규칙(지문없음),34.34775463676966,34.34775463676966,121.35,1.0,191.05,100,1.91,0,results/raw/LunarLander-v3/rule_threshold/lam0.0/seed8_final.csv
LunarLander-v3,rule_threshold,0.0,9,규칙(지문없음),34.64481595264229,34.64481595264229,121.25,1.0,193.42,100,2.01,0,results/raw/LunarLander-v3/rule_threshold/lam0.0/seed9_final.csv
LunarLander-v3,rule_threshold,0.1,0,규칙(지문없음),23.35369180276618,35.7236918027664,123.7,1.0,193.89,100,2.63,0,results/raw/LunarLander-v3/rule_threshold/lam0.1/seed0_final.csv
LunarLander-v3,rule_threshold,0.1,1,규칙(지문없음),19.005235629019456,31.099235629019663,120.94,1.0,190.98,100,2.73,0,results/raw/LunarLander-v3/rule_threshold/lam0.1/seed1_final.csv
LunarLander-v3,rule_threshold,0.1,2,규칙(지문없음),26.670079809825808,38.83507980982603,121.65,1.0,194.83,100,2.34,0,results/raw/LunarLander-v3/rule_threshold/lam0.1/seed2_final.csv
LunarLander-v3,rule_threshold,0.1,3,규칙(지문없음),24.52798778924188,36.6359877892421,121.08,1.0,191.9,100,1.85,0,results/raw/LunarLander-v3/rule_threshold/lam0.1/seed3_final.csv
LunarLander-v3,rule_threshold,0.1,4,규칙(지문없음),25.405265748104217,37.526265748104436,121.21,1.0,192.17,100,2.04,0,results/raw/LunarLander-v3/rule_threshold/lam0.1/seed4_final.csv
LunarLander-v3,rule_threshold,0.1,5,규칙(지문없음),27.284540993514298,39.464540993514525,121.8,1.0,192.94,100,2.44,0,results/raw/LunarLander-v3/rule_threshold/lam0.1/seed5_final.csv
LunarLander-v3,rule_threshold,0.1,6,규칙(지문없음),21.798951567583845,33.92595156758407,121.27,1.0,191.96,100,2.19,0,results/raw/LunarLander-v3/rule_threshold/lam0.1/seed6_final.csv
LunarLander-v3,rule_threshold,0.1,7,규칙(지문없음),23.78324011654083,35.88524011654105,121.02,1.0,191.46,100,2.06,0,results/raw/LunarLander-v3/rule_threshold/lam0.1/seed7_final.csv
LunarLander-v3,rule_threshold,0.1,8,규칙(지문없음),22.212754636769446,34.34775463676966,121.35,1.0,191.05,100,2.55,0,results/raw/LunarLander-v3/rule_threshold/lam0.1/seed8_final.csv
LunarLander-v3,rule_threshold,0.1,9,규칙(지문없음),22.51981595264208,34.64481595264229,121.25,1.0,193.42,100,2.42,0,results/raw/LunarLander-v3/rule_threshold/lam0.1/seed9_final.csv
LunarLander-v3,rule_threshold,0.3,0,규칙(지문없음),-1.3863081972337354,35.7236918027664,123.7,1.0,193.89,100,2.6,0,results/raw/LunarLander-v3/rule_threshold/lam0.3/seed0_final.csv
LunarLander-v3,rule_threshold,0.3,1,규칙(지문없음),-5.182764370980476,31.099235629019663,120.94,1.0,190.98,100,2.57,0,results/raw/LunarLander-v3/rule_threshold/lam0.3/seed1_final.csv
LunarLander-v3,rule_threshold,0.3,2,규칙(지문없음),2.340079809825888,38.83507980982603,121.65,1.0,194.83,100,2.41,0,results/raw/LunarLander-v3/rule_threshold/lam0.3/seed2_final.csv
LunarLander-v3,rule_threshold,0.3,3,규칙(지문없음),0.31198778924196036,36.6359877892421,121.08,1.0,191.9,100,1.96,0,results/raw/LunarLander-v3/rule_threshold/lam0.3/seed3_final.csv
LunarLander-v3,rule_threshold,0.3,4,규칙(지문없음),1.1632657481043136,37.526265748104436,121.21,1.0,192.17,100,1.76,0,results/raw/LunarLander-v3/rule_threshold/lam0.3/seed4_final.csv
LunarLander-v3,rule_threshold,0.3,5,규칙(지문없음),2.9245409935143982,39.464540993514525,121.8,1.0,192.94,100,2.37,0,results/raw/LunarLander-v3/rule_threshold/lam0.3/seed5_final.csv
LunarLander-v3,rule_threshold,0.3,6,규칙(지문없음),-2.4550484324160746,33.92595156758407,121.27,1.0,191.96,100,2.68,0,results/raw/LunarLander-v3/rule_threshold/lam0.3/seed6_final.csv
LunarLander-v3,rule_threshold,0.3,7,규칙(지문없음),-0.4207598834590871,35.88524011654105,121.02,1.0,191.46,100,2.76,0,results/raw/LunarLander-v3/rule_threshold/lam0.3/seed7_final.csv
LunarLander-v3,rule_threshold,0.3,8,규칙(지문없음),-2.057245363230466,34.34775463676966,121.35,1.0,191.05,100,2.06,0,results/raw/LunarLander-v3/rule_threshold/lam0.3/seed8_final.csv
LunarLander-v3,rule_threshold,0.3,9,규칙(지문없음),-1.73018404735786,34.64481595264229,121.25,1.0,193.42,100,1.79,0,results/raw/LunarLander-v3/rule_threshold/lam0.3/seed9_final.csv
LunarLander-v3,rule_threshold,0.6,0,규칙(지문없음),-38.49630819723367,35.7236918027664,123.7,1.0,193.89,100,1.71,0,results/raw/LunarLander-v3/rule_threshold/lam0.6/seed0_final.csv
LunarLander-v3,rule_threshold,0.6,1,규칙(지문없음),-41.46476437098042,31.099235629019663,120.94,1.0,190.98,100,1.81,0,results/raw/LunarLander-v3/rule_threshold/lam0.6/seed1_final.csv
LunarLander-v3,rule_threshold,0.6,2,규칙(지문없음),-34.15492019017406,38.83507980982603,121.65,1.0,194.83,100,2.08,0,results/raw/LunarLander-v3/rule_threshold/lam0.6/seed2_final.csv
LunarLander-v3,rule_threshold,0.6,3,규칙(지문없음),-36.012012210757995,36.6359877892421,121.08,1.0,191.9,100,2.27,0,results/raw/LunarLander-v3/rule_threshold/lam0.6/seed3_final.csv
LunarLander-v3,rule_threshold,0.6,4,규칙(지문없음),-35.19973425189564,37.526265748104436,121.21,1.0,192.17,100,2.28,0,results/raw/LunarLander-v3/rule_threshold/lam0.6/seed4_final.csv
LunarLander-v3,rule_threshold,0.6,5,규칙(지문없음),-33.61545900648556,39.464540993514525,121.8,1.0,192.94,100,1.64,0,results/raw/LunarLander-v3/rule_threshold/lam0.6/seed5_final.csv
LunarLander-v3,rule_threshold,0.6,6,규칙(지문없음),-38.83604843241602,33.92595156758407,121.27,1.0,191.96,100,1.35,0,results/raw/LunarLander-v3/rule_threshold/lam0.6/seed6_final.csv
LunarLander-v3,rule_threshold,0.6,7,규칙(지문없음),-36.72675988345904,35.88524011654105,121.02,1.0,191.46,100,1.43,0,results/raw/LunarLander-v3/rule_threshold/lam0.6/seed7_final.csv
LunarLander-v3,rule_threshold,0.6,8,규칙(지문없음),-38.46224536323042,34.34775463676966,121.35,1.0,191.05,100,1.7,0,results/raw/LunarLander-v3/rule_threshold/lam0.6/seed8_final.csv
LunarLander-v3,rule_threshold,0.6,9,규칙(지문없음),-38.1051840473578,34.64481595264229,121.25,1.0,193.42,100,2.44,0,results/raw/LunarLander-v3/rule_threshold/lam0.6/seed9_final.csv
LunarLander-v3,rule_threshold,1.0,0,규칙(지문없음),-87.97630819723378,35.7236918027664,123.7,1.0,193.89,100,1.99,0,results/raw/LunarLander-v3/rule_threshold/lam1.0/seed0_final.csv
LunarLander-v3,rule_threshold,1.0,1,규칙(지문없음),-89.84076437098051,31.099235629019663,120.94,1.0,190.98,100,1.82,0,results/raw/LunarLander-v3/rule_threshold/lam1.0/seed1_final.csv
LunarLander-v3,rule_threshold,1.0,2,규칙(지문없음),-82.81492019017416,38.83507980982603,121.65,1.0,194.83,100,2.0,0,results/raw/LunarLander-v3/rule_threshold/lam1.0/seed2_final.csv
LunarLander-v3,rule_threshold,1.0,3,규칙(지문없음),-84.44401221075806,36.6359877892421,121.08,1.0,191.9,100,1.76,0,results/raw/LunarLander-v3/rule_threshold/lam1.0/seed3_final.csv
LunarLander-v3,rule_threshold,1.0,4,규칙(지문없음),-83.68373425189573,37.526265748104436,121.21,1.0,192.17,100,2.0,0,results/raw/LunarLander-v3/rule_threshold/lam1.0/seed4_final.csv
LunarLander-v3,rule_threshold,1.0,5,규칙(지문없음),-82.33545900648564,39.464540993514525,121.8,1.0,192.94,100,1.91,0,results/raw/LunarLander-v3/rule_threshold/lam1.0/seed5_final.csv
LunarLander-v3,rule_threshold,1.0,6,규칙(지문없음),-87.34404843241612,33.92595156758407,121.27,1.0,191.96,100,1.92,0,results/raw/LunarLander-v3/rule_threshold/lam1.0/seed6_final.csv
LunarLander-v3,rule_threshold,1.0,7,규칙(지문없음),-85.13475988345913,35.88524011654105,121.02,1.0,191.46,100,1.96,0,results/raw/LunarLander-v3/rule_threshold/lam1.0/seed7_final.csv
LunarLander-v3,rule_threshold,1.0,8,규칙(지문없음),-87.0022453632305,34.34775463676966,121.35,1.0,191.05,100,1.97,0,results/raw/LunarLander-v3/rule_threshold/lam1.0/seed8_final.csv
LunarLander-v3,rule_threshold,1.0,9,규칙(지문없음),-86.6051840473579,34.64481595264229,121.25,1.0,193.42,100,2.01,0,results/raw/LunarLander-v3/rule_threshold/lam1.0/seed9_final.csv
LunarLander-v3,rule_threshold,1.37,0,규칙(지문없음),-133.74530819723387,35.7236918027664,123.7,1.0,193.89,100,2.1,0,results/raw/LunarLander-v3/rule_threshold/lam1.37/seed0_final.csv
LunarLander-v3,rule_threshold,1.37,1,규칙(지문없음),-134.5885643709806,31.099235629019663,120.94,1.0,190.98,100,2.01,0,results/raw/LunarLander-v3/rule_threshold/lam1.37/seed1_final.csv
LunarLander-v3,rule_threshold,1.37,2,규칙(지문없음),-127.82542019017424,38.83507980982603,121.65,1.0,194.83,100,1.99,0,results/raw/LunarLander-v3/rule_threshold/lam1.37/seed2_final.csv
LunarLander-v3,rule_threshold,1.37,3,규칙(지문없음),-129.24361221075816,36.6359877892421,121.08,1.0,191.9,100,1.76,0,results/raw/LunarLander-v3/rule_threshold/lam1.37/seed3_final.csv
LunarLander-v3,rule_threshold,1.37,4,규칙(지문없음),-128.53143425189583,37.526265748104436,121.21,1.0,192.17,100,1.96,0,results/raw/LunarLander-v3/rule_threshold/lam1.37/seed4_final.csv
LunarLander-v3,rule_threshold,1.37,5,규칙(지문없음),-127.40145900648572,39.464540993514525,121.8,1.0,192.94,100,1.87,0,results/raw/LunarLander-v3/rule_threshold/lam1.37/seed5_final.csv
LunarLander-v3,rule_threshold,1.37,6,규칙(지문없음),-132.2139484324162,33.92595156758407,121.27,1.0,191.96,100,1.95,0,results/raw/LunarLander-v3/rule_threshold/lam1.37/seed6_final.csv
LunarLander-v3,rule_threshold,1.37,7,규칙(지문없음),-129.91215988345922,35.88524011654105,121.02,1.0,191.46,100,1.95,0,results/raw/LunarLander-v3/rule_threshold/lam1.37/seed7_final.csv
LunarLander-v3,rule_threshold,1.37,8,규칙(지문없음),-131.9017453632306,34.34775463676966,121.35,1.0,191.05,100,1.94,0,results/raw/LunarLander-v3/rule_threshold/lam1.37/seed8_final.csv
LunarLander-v3,rule_threshold,1.37,9,규칙(지문없음),-131.46768404735798,34.64481595264229,121.25,1.0,193.42,100,2.07,0,results/raw/LunarLander-v3/rule_threshold/lam1.37/seed9_final.csv
LunarLander-v3,temporl,0.0,0,31ca40fb8f63,189.3832830747743,189.3832830747743,422.62666666666667,0.62,564.1066666666667,150,1198.9,200000,results/raw/LunarLander-v3/temporl/lam0.0/seed0_final.csv
LunarLander-v3,temporl,0.1,0,31ca40fb8f63,141.1235763735359,185.8775763735365,447.54,0.5866666666666667,639.2333333333333,150,1194.1,200000,results/raw/LunarLander-v3/temporl/lam0.1/seed0_final.csv
LunarLander-v3,temporl,0.3,0,31ca40fb8f63,88.75165897091644,117.18965897091645,94.79333333333334,1.0,162.08666666666667,150,1170.5,200000,results/raw/LunarLander-v3/temporl/lam0.3/seed0_final.csv
LunarLander-v3,temporl,0.6,0,31ca40fb8f63,-6.796044123188518,184.00395587681166,318.0,0.82,553.04,150,1199.9,200000,results/raw/LunarLander-v3/temporl/lam0.6/seed0_final.csv
LunarLander-v3,temporl,1.0,0,31ca40fb8f63,-43.94045579761978,178.8462108690471,222.78666666666666,0.96,406.64666666666665,150,1168.9,200000,results/raw/LunarLander-v3/temporl/lam1.0/seed0_final.csv
LunarLander-v3,temporl,1.37,0,31ca40fb8f63,-93.28048761331092,101.16817905335596,141.93333333333334,0.9933333333333333,268.08,150,1211.7,200000,results/raw/LunarLander-v3/temporl/lam1.37/seed0_final.csv
